date,source,text
2023-11-17,Forbes,Yhe answer to 'what will the future of work look like' will be decided by competitive market forces that are strongly pushing against in-office models of work.
2023-11-17,Forbes,"Technology stocks trade as “long duration” assets. Which means, ironically, they move with bonds. This makes them a screaming buy with rates falling."
2023-11-17,Forbes,"If you are a business owner interested in scaling your business, here are some fundamentals to get started."
2023-11-17,Forbes,Furious funding of AI companies continues.
2023-11-17,Forbes,"When it comes to edtech, colleges are prisoners of their own research-first agendas."
2023-11-17,Project Syndicate,"According to the traditional rules of politics, the US Federal Reserve and President Joe Biden’s administration should get credit for America’s relatively painless escape from inflation, regardless of whether their past policies helped create it. But do they …"
2023-11-17,Thegospelcoalition.org,None of the references to the promise of Israel’s land in the Old Testament appears to be related to the promises of ethnic Israel’s return to the promised land on this present earth.
2023-11-17,Grulic.org.ar,
2023-11-17,Brooklyn Vegan,"Greetings from Canada where I am attending M for Montreal for the…11th time? I have forgotten but it is always fun and you can read my recaps here. Thankfully, the 2023 release schedule is winding down and I have only five reviews for you this week with new a…"
2023-11-17,Biztoc.com,"None Orkin released their 2023 list of rattiest cities in America. • None Some familiar cities, like New York, made the list. • None But the number one city might surprise you. They're small, dirty, and living in your town — rats are nearly ubiquitous across …"
2023-11-17,Biztoc.com,The head of the world’s largest retailer just used the D word on an earnings call: deflation. • None Hamas Mastermind Who Tricked Israel Is Top Target in Gaza Tunnels • None Apple Plans to Make It Easier to Text Between iPhones and Androids • None Apple’s Eff…
2023-11-17,Biztoc.com,"None Zachariah Crabill, a rookie lawyer, claims he was fired after using OpenAI's ChatGPT to help him write a motion. • None The 29-year-old said the AI-generated information was riddled with fake lawsuits. • None Still, Crabill believes that AI has the power…"
2023-11-17,Biztoc.com,"None High government borrowing is usually associated with lower bond yields, Matt King wrote in the Financial Times. • None That's the case for advanced economies most of the time, going back to the 1880s, he added. • None This record is counterintuitive to a…"
2023-11-17,Biztoc.com,"None Elon Musk is facing backlash from business leaders after he appeared to endorse an antisemitic conspiracy theory. • None Tesla investors have criticized the CEO's remarks, and IBM pulled ads from X. • None Musk has been criticized for allowing hate speec…"
2023-11-17,Biztoc.com,"None Car dealership stocks fell on Thursday after Amazon announced it is going to sell cars. • None Amazon said it would launch online car sales in 2024 in partnership with Hyundai. • None Shares of Carvana, Carmax, and Autonation fell as much as 8% following…"
2023-11-17,Biztoc.com,"The stock market is edging toward extremes of Great Depression and dot-com eras • None Stock-market valuations, by one measure, have hit highs surpassed only a few times in history. • None Equities look historically high relative to government bonds, accordin…"
2023-11-17,Biztoc.com,ChargePoint Holdings Inc. shares collapsed after the company announced the sudden replacement of its longtime chief executive officer and posted disappointing quarterly revenue. • None Hamas Mastermind Who Tricked Israel Is Top Target in Gaza Tunnels • None A…
2023-11-17,Biztoc.com,The savage sell-off that hit Treasuries in prior months was driven by concerns a buyers’ strike had hit the $26 trillion bond market. It’s now confirmed: at least one set of investors headed for the exits back in September. • None Hamas Mastermind Who Tricked…
2023-11-17,Nerdist,"Wish is bogged down by Disney's self-admiration, a subpar script, and uninspired animation. It's not what anyone wishes from such a good idea.
The post WISH Will Have You Wishing a Great Idea Got a Much Better Movie appeared first on Nerdist."
2023-11-17,The Gadgeteer,"REVIEW – We don’t get too many natural disasters where I live, but occasionally we do get a small tornado or the remnants of a hurricane.  The extra wind and rain has been known to knock out the power for a couple days, which could ruin the meat stored in our…"
2023-11-17,ComingSoon.net,"With the cast of the upcoming Fantastic Four movie having been potentially revealed, a new report is suggesting that Mads Mikkelsen is being eyed for an iconic villainous role. According to a recent report from John Campea, Mikkelsen is one of several actors …"
2023-11-17,Skift,"IHG will franchise a hotel at The Heart Of Europe, with potential for two more hotels at one of Dubai's best-known on-again-off-again tourism projects. -Josh Corder"
2023-11-17,PC Gamer,An unessential Call of Duty that does nothing to overturn the impression that it was made too quickly.
2023-11-17,Daily Beast,"Photo by Kyle Mazza/Anadolu Agency via Getty Images
The judge overseeing Donald Trump’s bank fraud trial is having none of the former president’s attempts to call for a mistrial, defending his law clerk and his own ability to be impartial as the real estate …"
2023-11-17,Daily Beast,"Photo Illustration by Thomas Levinson/The Daily Beast/Disney
In the champagne soaked, rose-scented world of ABC’s The Bachelor, some things are strictly verboten, even if the rules often go unsaid. In the olden days, at least, you tried to avoid saying “I lo…"
2023-11-17,Daily Beast,"Steve Dietl/Disney+
Sorry to all other festive movies coming out this holiday season—nothing can top the revival of Ludacrismas. More than 15 years after Ludacris worked on Fred Claus, contributing a single that has mysteriously fallen off the face of the Ea…"
2023-11-20,Time,"This year earth got a taste of what’s to come with rising global temperatures, warns the U.N. Emissions Gap report."
2023-11-20,ESPN,"In a span of two months, the Jets have gone from a ruptured tendon to a broken offense, leaving coach Robert Saleh noncommittal on his quarterback going forward."
2023-11-20,Hubspot.com,"Welcome to Breaking the Blueprint — a blog series that dives into the unique business challenges and opportunities of underrepresented business owners and entrepreneurs. Learn how they’ve grown or scaled their businesses, explored entrepreneurial ventures wit…"
2023-11-20,The New Yorker,"Recall that time you tried to take an international train, but it was actually nine regional trains and none of them had seats."
2023-11-20,The New Yorker,"“Fear Is Just a Word,” by Azam Ahmed; “Beyond the Wall,” by Katja Hoyer; “Let Us Descend,” by Jesmyn Ward; and “The Love of Singular Men,” by Victor Heringer."
2023-11-20,The New Yorker,"The country star’s new album is concerned almost exclusively with affairs of the heart—but his gritty, determined voice never sounds sentimental."
2023-11-20,Brandur.org,"Introducing River, a Postgres-based job queue designed for resilience and correctness through strong transaction guarantees."
2023-11-20,AppleInsider,"In a previous article, we explained how to change Notes attachment sizes in macOS Sonoma. Here's how to do it in iOS.In our previous article on changing Notes attachment sizes in macOS Sonoma, we looked at how to adjust the display sizes of images, links, and…"
2023-11-20,Abduzeedo.com,"Unveiling creativity: Laurynas Kamarauskas and her 36 Days of Type series
 

 AoiroStudio1120—23
 In the picturesque streets of Vilnius, Lithuania, Laurynas Kamarauskas, a graphic designer and illustrator, embarks on a creative odyssey that transcends the con…"
2023-11-20,Windows Central,"Thanks to a Black Friday deal, you can pick up a Nintendo Switch, Mario Kart 8 Deluxe, and three months of Switch online for $299.99. That effectively gets you the most-sold Switch game ever and three months of Switch online for free."
2023-11-20,Search Engine Journal,"Google SearchLiaison confirmed an investigation recent reports of dramatically declining traffic from News and Discover for some publishers.
The post Google Investigating Reports Of Declining Traffic After Updates, Discover Bug appeared first on Search Engine…"
2023-11-20,XDA Developers,Keep your Chromebook protected from snoopers and unblock geo-restricted content with these leading VPNs.
2023-11-20,The A.V. Club,"This story is part of our new Future of Gaming series, a three-site look at gaming’s most pioneering technologies, players, and makers. Read more..."
2023-11-20,Jalopnik,"A group of Homewood-Flossmoor High School students—dubbed the H-F Auto Club—have been working on a 1997 Ford Mustang drag racing car for several years. After making its post-COVID racing debut during the 2022 season at nearby Byron Dragway (above), the club h…"
2023-11-20,Jalopnik,"In the recently ratified new contracts with the Big Three automakers, United Auto Workers members ensured they will receive a minimum 25 percent wage increase over the next four and a half years, plus the reinstatement of long-suspended cost-of-living adjustm…"
2023-11-20,Mental Floss,Get all the benefits of a sparkling clean home with none of the backbreaking work with Roborock’s deeply discounted lineup of robot vacuums and mops.
2023-11-20,Mental Floss,It's hard to nail the second movie in a series—here are 25 successes.
2023-11-20,Cracked.com,Can '80s nostalgia supercharge another classic reboot?
2023-11-20,Torrentfreak.com,"For Star Trek fans, 'La Sirena' refers to the Kaplan F17 Speed Freighter that was prominently featured in the 'Picard' series. For people more interested in adult content, 'La Sirena' (69) is associated with a Venezuelan actress. The differences are clear but…"
2023-11-20,iMore,I Love Hue is a simple game for the iPhone that can seriously calm you down as you create beautiful color gradients.
2023-11-20,PetaPixel,"Apple is reportedly interested in building on the success of the M-series processors and bringing the design of multiple other components in-house, including camera sensors.
[Read More]"
2023-11-20,/FILM,"The Marvel Cinematic Universe is good and truly in trouble, with The Marvels collapsing at the box office in its second weekend."
2023-11-20,Politico,Early reports on the OpenAI rift indicate that what looks like a business argument is actually wrapped up in an ideological schism.
2023-11-20,Politico,Montana’s Jon Tester and Ohio's Sherrod Brown will need to defy their states' ideological leanings by winning over a sizable number of ticket-splitters next fall.
2023-11-20,Bleacher Report,The Dallas Cowboys controlled a matchup against a much weaker team for the second straight week. Dallas outclassed the Carolina Panthers 33-10 to move to 7-3…
2023-11-20,Bleacher Report,The New York Jets are finally making a change. Following Sunday night's 32-6 loss against the Buffalo Bills—a game that saw the team only manage 155 yards of…
2023-11-20,Xbox.com,"I’ve been a fan of first-person shooters on console for longer than I’d like to admit (GoldenEye, anyone?), and I’ve been privileged enough to experience the exponential expansion of the selection of quality FPS titles on Xbox. But as someone who has always c…"
2023-11-20,Rolling Stone,"Marketing firm Movers+Shakers helped e.l.f. Cosmetics take off — but now questions about the founders' alleged past in NXIVM are making investors nervous, even though they deny any connection to the group"
2023-11-20,Rolling Stone,"Creators Bryan Lee O'Malley and BenDavid Grabinski talk their Netflix animated series based on the cult film, and why they made such wild leaps."
2023-11-20,IndieWire,"The creator of the ""Scott Pilgrim"" graphic novels speaks to IndieWire about returning to his biggest success and changing it completely."
2023-11-20,Slickdeals.net,"Staples has select HP Laptops on sale below. Shipping is free, otherwise select free store pickup where available.

Thanks to Community Member SUCHaDEAL for sharing this deal. Note: Availability for ..."
2023-11-20,Phys.Org,"Diversity and inclusion programs, book bans, censorship and debates over school curricula are all signs that America's culture wars have moved into a new combat zone: school boards."
2023-11-20,BBC News,"The Professional Fighters League has acquired rival mixed martial arts promotion Bellator in a ""transformative deal"" from Paramount."
2023-11-20,Highsnobiety,"A hat, like a statement bag or shoe, is one of the simplest ways to turn an otherwise lackluster outfit into a bonafide fit and no one seems to understand this…"
2023-11-20,Highsnobiety,"Heralded as potentially the most innovative mind of modern culture, Virgil Abloh never shied away from sharing wisdom. Among the litany of frame-worthy quotes …"
2023-11-20,Highsnobiety,"Kanye West, now known as Ye, blew up the internet in January 2023 when it was widely reported that he'd suddenly married former YEEZY employee Bianca Censori i…"
2023-11-20,BBC News,"Manchester United's Alumni programme continues to give former players a second opportunity at success, says former defender Tom Thorpe."
2023-11-20,Al Jazeera English,"These days, it is easy to get away with an open call to genocide."
2023-11-20,Al Jazeera English,India coach says players must reflect on their run despite the disappointment of failing to win a home World Cup.
2023-11-20,Al Jazeera English,"Short of risking an escalation, there's only one reasonable way the US can accomplish this — by taking Iran's help."
2023-11-20,Al Jazeera English,"In northern Uganda, where jobs are few and food is scarce, cattle raiders are now laying down their weapons for peace."
2023-11-20,Phys.Org,"Countries' greenhouse gas-cutting pledges put Earth on track for warming far beyond key limits, potentially up to a catastrophic 2.9 degrees Celsius this century, the UN said Monday, warning ""we are out of road""."
2023-11-20,PCWorld,"iPads are always in high demand, which means they’re usually difficult to find on sale. But if there’s a good time to find a deal on an Apple tablet, it’s on Black Friday or Cyber Monday. And if there’s a good Black Friday to find a deal, it’s this one, since…"
2023-11-20,PCWorld,"The endless, drawn-out pandemic years are definitely over for the PC.




Just a couple of years back, lockdowns and chip shortages caused PC components (even webcams!) to plunge out of stock and products to be delayed for ages. Not in 2023. Fresh new gear f…"
2023-11-20,Dnyuz.com,"In Death Valley, Rare Lake Comes Alive...

 
 
 
 (Third column, 11th story, link)

 

 

 
 Related stories:Rain deluge swamps much of South Florida. Did it break records?

 

 
 
 Drudge Report Feed needs your support!   Become a Patron"
2023-11-20,Deadline,"The only subjects that were off limits in John Mulaney: Baby J were his divorce and his newborn son. Otherwise, the highly-admired comedian spent his entire Baby J special for Netflix — his first in five years – talking candidly about the “action-packed” time…"
2023-11-20,ESPN,"Jackson's injuries have cost the Ravens at the end of the last two seasons, but now he's the healthiest of the AFC North's elite QBs."
2023-11-20,Desiringgod.org,"“Unceasing praise, songs of passion, a desire for triumph, unity of spirit, an object of worship, lament over wrongdoing, flawless attendance, and all in a beautiful sanctuary.” That may sound like a church service, but it was actually the experience I had ye…"
2023-11-20,Thoughtcatalog.com,"Gilmore Girls is undoubtedly one of the best written television shows, but it did have some unrealistic and toxic life lessons about love and romance we could have done without."
2023-11-20,ESPN,"Bills LT Dion Dawkins blasted the Jets for having ""very disrespectful players"" after his involvement in a postgame altercation Sunday in the tunnel at Highmark Stadium."
2023-11-20,Adventure.com,"Airbnb has become so prolific that it is now used as a verb to describe the action of peer-to-peer renting. Could its moment in the spotlight be over as house-swapping gains traction?
The post The free(ish) future of travel is here. But is a house swap worth …"
2023-11-20,Deadline,"Mixed martial arts outfit Professional Fighters League (PFL) has acquired Bellator from Paramount Global, saying the deal that includes top fighters and creates “a roster now equal in stature to UFC.” Financial details weren’t disclosed. The deal comes after …"
2023-11-20,The New Republic,"Two centuries and change ago there lived a man who formulated the legal code that more than half the nations on earth still use today, who dissolved the millennium-old Holy Roman Empire and cleared the way for the unification of Germany and Italy, who sold ov…"
2023-11-20,mindbodygreen.com,"Plus, how it might manifest differently depending on your age."
2023-11-20,ESPN,Andre Snellings breaks down his top betting picks for Monday's eight-game NBA slate.
2023-11-20,ESPN,Projections and analysis you need to set your fantasy basketball lineups for Monday's eight-game slate of NBA action.
2023-11-20,Columbia.edu,Here’s a post that’s suitable for the Thanksgiving season. I no longer believe in the Shangri-La diet. Here’s the story. Background I met Seth Roberts back in the early 1990s when we were both professors at the University of California. … Continue reading →
2023-11-20,Psychology Today,"See your relationship's strengths, even during rocky patches. Which of these strengths do you overlook?"
2023-11-20,Psychology Today,"It's sometimes assumed that animal shelter workers face a heightened risk of suicide—but in reality, there is a severe lack of data on the subject."
2023-11-20,CBC News,"Each time Trish Jarvis posted to social media in search of child care for her daughter, she says she grew more frustrated and nervous. And each time, she ended up back where she started — with no one willing to accept Farley into their care."
2023-11-20,Forbes,Looking for some help with Tuesday's Quordle words? Some hints and the answers are right here.
2023-11-20,Forbes,Proxy statement shows little change after one of 2023's biggest and costliest cyberattacks
2023-11-20,Forbes,There are certainly differences between the respective programs and their histories. But there's also plenty for the Americans to learn from their neighbors.
2023-11-20,Forbes,"Gerrit Cole was the best thing about the 2023 Yankees. With his Cy Young award behind him, the Yankees can start focusing towards improving for 2024."
2023-11-20,Forbes,The Professional Fighters League has officially acquired Bellator to form one of the largest and most formidable combined mixed martial arts organizations in the world.
2023-11-20,Forbes,AI can help you produce more content than ever before while maintaining your unique brand voice. But it requires some pre-work.
2023-11-20,Forbes,A federal appeals court is weighing whether to throw out the gag order against Trump.
2023-11-20,Forbes,"There are over three million buses on the roads of cities globally. Their passengers travel 7,000 billion kilometers per year. And buses run on fossil fuels today. What to do?"
2023-11-20,Forbes,"These are companies that pay each shareholder hundreds, thousands, even tens of thousands of dollars a year more than expected."
2023-11-20,Forbes,"Actor, writer, and comic Lena Waithe is launching her own cannabis line with the Los Angeles, California, legacy brand Ball Family Farms."
2023-11-20,Forbes,"Mai-Lan Tomsen Bukovec, vice president of technology at Amazon Web Services, Inc. (AWS) explains where cloud is now... and what comes next."
2023-11-20,Forbes,"Vogt founded the company, sold it and returned to the helm.  Here's analysis of his fall and what's ahead for Cruise"
2023-11-20,Forbes,"What drove the nearly billion dollar AGI was net gain of $932,707,897 from Tony Townley bowing out of Zaxby's in favor of Zach McElroy's new partner, Goldman Sachs."
2023-11-20,Project Syndicate,"The history of the Israeli-Palestinian conflict is littered with failed peace plans, collapsed diplomatic conferences, and disillusioned mediators. Yet even amid horrors of the latest Gaza war, talk of an eventual two-state solution remains alive and has actu…"
2023-11-20,Biztoc.com,None Polling increasingly shows Biden and the Democratic Party may face difficulties next election. • None Biden recently fell behind Trump in an NBC News poll for the first time this race. • None The party's chances of maintaining the majority in the Senate …
2023-11-20,Biztoc.com,"Ever been more attracted to your roommate than your significant other? One woman in Atlanta had no problem telling her fiancé that their housemate was ""more handsome"" than him. The irresistible roommate in question is none other than the couple's dog, whose n…"
2023-11-20,The Gadgeteer,"REVIEW – I really don’t like using standard webcams.  When you’re in online meetings, everyone is always looking to the side or down, never directly at “you”. If you want to use a USB webcam for anything other than its intended purpose, you have to jerry-rig …"
2023-11-20,Above the Law,"Both sides took a beating.
The post DC Circuit Seems Poised To Narrow Trump’s DC Gag Order appeared first on Above the Law."
2023-11-20,DC Rainmaker,"﻿ As I’ve said for many years, COROS as a company is most deadly when it’s competing on price. And back three iterations ago, their first breakout product that really introduced the company to the world was the original COROS … Read More Here →"
2023-11-20,ComingSoon.net,"BTS’ golden maknae, Jungkook, has taken his image as a global icon to another level with his solo career. 2023 has turned out to be a breakout year for the artist. His new single “Seven,” which was a collaboration with American rapper Latto, topped the Billbo…"
2023-11-20,ComingSoon.net,"Tokyo Ghoul Season 2 is the second installment in this Japanese manga adaptation that originally aired in 2015. This time out, Kaneki joins the Aogiri Tree after comprehensively putting an end to Jason’s antics. He finally accepts his ghoul half and takes it …"
2023-11-20,Niemanlab.org,"Forgive media companies if they felt a little schadenfreude this weekend. For the past two decades, they’ve been criticized (often rightly, sometimes wrongly) for making terrible management decisions in the face of digital disruption. They’ve seen a few tech …"
2023-11-20,Challies.com,"Today’s post is sponsored by BJU Seminary and written by Bruce Meyer, biblical counseling faculty member. BJU Seminary equips Christian leaders through an educational and ministry experience that is biblically shaped, theologically rich, historically signific…"
2023-11-20,Skift,Neom's portfolio of hotels could well just be getting started as the Saudi super-city may prepare to launch up to 10 more hotels.
2023-11-20,Live Science,Serotine bats that have penises seven times longer and wider than their female counterparts' vaginas are the first known mammals to engage in non-penetrative sex.
2023-11-20,Daily Beast,"The Daily Beast/Twitter
If there’s anyone I’m a fan of, it’s Paddington Bear. Aren’t we all? Paddington 2 isn’t one of the most critically acclaimed films of our generation for nothing.But closely following Paddington on my list is Hideo Kojima. (I know this…"
2023-11-20,Daily Beast,"Photo Illustration by Kelly Caminero / The Daily Beast / Getty 
.On Friday, Sam Altman was fired as CEO of OpenAI—arguably the most important artificial intelligence company in the world. The announcement caught almost everyone off guard including its bigges…"
2023-11-20,Daily Beast,"Photo Illustration by Thomas Levinson/The Daily Beast/HBO
(Warning: This post contains spoilers for The Gilded Age Season 2, Episode 4.)HBO might not have invented the “Hot Priest” phenomenon, but it’s worshiped at that trope’s altar for years. From Samantha…"
2023-11-20,Daily Beast,"Photo Illustration by Kelly Caminero / The Daily Beast 
Look, if you don’t know what Hacker News is, I’ll bet what you’re probably thinking about OpenAI’s weekend leadership troubles: Who cares? If you’re familiar with the name Sam Altman at all, he probably…"
2023-11-20,Daily Beast,"Netflix 
While watching the murderous, violent, scary Squid Game, did anyone think, “Man, do I wish this were real!” I, for one, did not. In fact, I was grateful to be safe inside my home, watching 455 people die for the chance to win some cash on a fictiona…"
2023-11-20,Daily Beast,"Photo by Rich Graessle/Icon Sportswire via Getty Images
How do you restrain the free speech rights of a man who will say anything, has perhaps the largest microphone in the world, and has thousands of devoted followers who will follow his orders?The question…"
2023-11-20,Daily Beast,"Disney
Wish, as its ad campaign is quick to remind us, is a celebration of Disney’s 100th anniversary, complete with declaring itself an origin story for the Star of “When You Wish Upon a…” fame.In that spirit, the film deliberately hearkens back to the stud…"
2023-11-20,Sciencebasedmedicine.org,"The BMJ, once a bastion of evidence-based medicine, has become disturbingly susceptible to publishing biased ""investigations"" that feed antivax narratives. Its latest report on VAERS by Jennifer Block, who has worked with Paul Thacker in the past and whose hi…"
2023-11-20,Twistedsifter.com,"This young woman is furious, saying a Walmart staff member stopped her from leaving a store for 20 minutes because she didn’t have a receipt! @tateandmary told her followers on TikTok how she’d been shopping and paid at self service but the till didn’t issue …"
2023-11-20,Consequence.net,"Loureiro initially sat out Megadeth's fall tour.
Guitarist Kiko Loureiro Extends Absence from Megadeth: “I Don’t Want to Hinder Any of the Band’s Plans”
Jon Hadusek"
2023-11-20,Crooksandliars.com,"Twitter continues to lose advertisers after this article by MMFA pointed out that ads from large companies were being placed directly next to antisemitic content. Elon Musk is losing his mind, posting this bonkerstown threat about filing a ""thermonuclear"" law…"
2023-11-20,Fox Sports,The Dallas Cowboys did what contenders are supposed to do against bad teams: They blew out the Carolina Panthers.
2023-11-20,Fox Sports,"The Lions and 49ers look like Super Bowl contenders while Brandon Staley, Ron Rivera and Frank Reich look like they are coaching for their jobs."
2023-11-20,Fox Sports,Juan Soto is one of the best hitters in MLB and one year out from free agency. Here are the teams best suited to trade for him and what they might have to give up.
2023-11-20,Fox Sports,"Michigan's defense is heating up, and so is Ohio State's ground attack. Check out our special edition of the Big Ten Stock Watch, focused on The Game."
2023-11-21,Wired,Ready to move on from the traditional glass slab? Introduce a hinge into your life with these folding smartphones.
2023-11-21,Ars Technica,"Hybrid prototypes from Acura, BMW, Cadillac, and Porsche wowed the crowds."
2023-11-21,Ars Technica,Fake gearshifts and powertrain noises enhance Hyundai’s electric hot hatch—mostly.
2023-11-21,Makezine.com,"From Forrest Mims' new book: That time the National Enquirer asked me to help spy on Howard Hughes.
The post Maverick Scientist: The Briefcase of a Laser Spy appeared first on Make: DIY Projects and Ideas for Makers."
2023-11-21,Business Insider,The Target in New York City was a smaller store where many items were secured on locked shelves.
2023-11-21,Boing Boing,"A Potato Wasn't A Christian: A Story For Children (not as Funny as it Sounds) is a 3-page Evangelical pamphlet published by the Pilgrim Tract Society in 1960 that, uhh, well, is exactly as the title suggests. Here's the actual not-as-funny-as-it-sounds story,…"
2023-11-21,Time,"There were no known casualties from Ulawun’s history of eruptions, but major impacts in terms of population displacement, infrastructure damage and disruption to services have been common."
2023-11-21,Time,"The ousted Palestinian leader says only the U.S. can broker peace, and that President Biden risks a cycle of resistance with ""no end."""
2023-11-21,ABC News,A P-8 Poseidon was landing at the Marine Corps base in Oahu when it skidded off the runway and into the water. None of the nine people aboard were injured.
2023-11-21,ABC News,As much as 1.1 million gallons of oil may have been discharged into the Gulf of Mexico from a pipeline system off Louisiana’s southeast coast
2023-11-21,Digital Trends,"For Black Friday, the Roborock S7 Max Ultra and all-in-one convenient dock is on sale for an incredible price. You need to see it to believe it."
2023-11-21,Digital Trends,"Super Mario RPG is a short, but sweet game that hides tons of extra secrets. Thirty-nine Hidden Chests can be found, and we'll show you where."
2023-11-21,Github.com,A Node + TypeScript + ts-node + ESM experience that works. - node-typescript-esm.md
2023-11-21,Github.com,Open Source Metering and Usage Based Billing. Contribute to getlago/lago development by creating an account on GitHub.
2023-11-21,Android Police,"Save up to $1,100 on a Galaxy S23 Ultra with this exclusive Shop Samsung App offer"
2023-11-21,Rock Paper Shotgun,"Logitech's MX Keys S is a nice low-profile keyboard for folks that have tried mechanical keyboards and don't want none of that clicking and clacking in their quiet corner of the home/office, no thank you sirree. The MX Keys S basically feels like the best lap…"
2023-11-21,Autoblog,"Filed under:
 Green,Hyundai,First Drives,Crossover,Electric,Performance
 Continue reading 2025 Hyundai Ioniq 5 N First Drive: Electric wild child is crazy in all the right ways
2025 Hyundai Ioniq 5 N First Drive: Electric wild child is crazy in all the right …"
2023-11-21,Dpreview.com,"<table>

<tr>
<td></td>
</tr>


</table>
In recent years there's been an explosion of affordable ""creator"" monitors from companies like BenQ, ASUS, MSI, and Dell. Monitors aimed at prosumers who want to make the most of their creative pursuits but aren't in …"
2023-11-21,The A.V. Club,"Melissa Barrera, one of the new stars of the rebooted Scream franchise, has reportedly been dropped from the series over some posts she made on social media about what’s happening in the Israel-Palestine conflict. According to The Hollywood Reporter, she supp…"
2023-11-21,The A.V. Club,"Picture this: you’re in an exceedingly blue-tinted forest in Forks, Washington, with the sexy new object of your affections. You’re obsessed with him, but you’re starting to have some doubts. “How old are you?” you ask him. “15,” he answers. “How long have yo…"
2023-11-21,Android Authority,"Equal parts Enduro, Forerunner, and premium smartwatch, I'm struggling to find space on my wrist for watches besides the Garmin Epix Pro 2."
2023-11-21,BGR,"Before The Marvels premiered on November 10th, I figured the bleak projections would end up being an overreaction. After all, Pixar’s Elemental looked like a …
The post The Marvels flopping is more proof that the MCU is on life support appeared first on BGR."
2023-11-21,Cracked.com,"No, it wasn’t the day she and Jimmy Fallon got the same Weekend Update haircut"
2023-11-21,iMore,"OpenAI, the company behind ChatGPT, is pulling itself apart from the inside."
2023-11-21,Techdirt,"The NYPD has plenty of problems with accountability and transparency. The main problem is this: the public wants some of this and the NYPD wants none of this. So, it does stupid things repeatedly that do little more than remind the public it’s not to be trust…"
2023-11-21,Techdirt,"So, yesterday we covered Elon Musk’s ridiculous censorial threat to sue Media Matters “the split second the court opens on Monday.” Of course, as we noted, you can file lawsuits 24/7. And yet, as the courts opened on Monday, there was nothing. As mentioned in…"
2023-11-21,Vox,"In his new book, Stanford professor Robert Sapolsky argues that free will is a myth."
2023-11-21,Politico,The collision of Elon Musk’s Twitter takeover and the chaos at OpenAI reveals the extent of the society-shaping power wielded by a very small cadre of Silicon Valley titans.
2023-11-21,Politico,It’s unclear if Sullivan will use the suggestions for policy reviews or expand his own knowledge of the dire humanitarian situation.
2023-11-21,TMZ,President Biden's lighting up the Internet with his fiery birthday cake poking fun at his age -- but that won't get him over the electoral hump with the young'ns ... so says a seasoned journo. Technology reporter Taylor Lorenz -- who covers all…
2023-11-21,Rolling Stone,"Taylor Swift broke her heel during the 'Lover' segment of her Eras tour show in Rio De Janeiro, Brazil."
2023-11-21,The Points Guy,"Avios has become an increasingly popular loyalty currency. While you may traditionally think of Avios as the type of rewards used by British Airways, it is the official points currency used by the following programs: British Airways Executive Club Iberia Plus…"
2023-11-21,The Points Guy,"The holiday season is officially upon us, and that means it’s time to start thinking about gifts for the loved ones in your life. Each year, we curate some of our top gift picks, giving you the perfect guide for the jet setters and road warriors on your list.…"
2023-11-21,IndieWire,A young teacher who wants to do the right thing keeps getting into trouble. The story resonates.
2023-11-21,Destructoid,"Something I realized about myself recently is how drawn I am to sapphic horror. I'm a big fan of horror in general, but there's something extra alluring when it relates to a core part of my identity.


Another thing I'm a sucker for is fairytale-inspired stor…"
2023-11-21,Phys.Org,"The Great Sand Sea Desert stretches over an area of 72,000km² linking Egypt and Libya. If you find yourself in a particular part of the desert in south-east Libya and south-western parts of Egypt, you'll spot pieces of yellow glass scattered across the sandy …"
2023-11-21,Phys.Org,"The 15-minute city is a popular urban planning concept that promotes people living close to essential services, and encourages the use of walking and biking. Public transit is sometimes included in the transport mix, preferred to automobiles, which are largel…"
2023-11-21,Highsnobiety,"Vegas is all about showmanship, even much to the chagrin of the drivers who headed to Sin City for F1 Las Vegas. In spite of, or perhaps due to that, the event…"
2023-11-21,Al Jazeera English,The tightly-controlled city-state has turned down protest requests and urged people not to display political symbols.
2023-11-21,Al Jazeera English,UN warns window for limiting warming to 1.5C is closing fast ahead of COP28 meeting in Dubai.
2023-11-21,Eurogamer.net,"I worried a bit about American Arcadia because of how much of a departure it seemed to be from Call of the Sea, Out of the Blue's first game, which I really liked. Why ditch a template that seemed to work so well? Why leave first-person mystery adventuring be…"
2023-11-21,Phys.Org,"The eruption of Papua New Guinea's tallest volcano subsided Tuesday, but thick ash still billowed into the sky and coated roofs and palm trees nearby."
2023-11-21,Phys.Org,"Neurodegenerative disorders, including Alzheimer's, Parkinson's and Huntington's, affect millions of people in the United States, and the cost of caring for people who live with these conditions adds up to hundreds of billions of dollars each year."
2023-11-21,Phys.Org,"Calls for a cease-fire and other limits on military operations and violence were made by governments, advocacy groups and political leaders around the world almost immediately after the Oct. 7, 2023, massacre of 1,200 Israeli civilians by Hamas. Israel immedi…"
2023-11-21,Spring.org.uk,Brain shrinkage was six times more likely in those with low levels of this vitamin.
2023-11-21,Universe Today,"While preparing for the threat of an asteroid strike might seem like a hypothetical exercise, it’s really not. The Solar System has calmed down a lot from earlier times when impacts were more frequent. But it is only a matter of time before an asteroid heads …"
2023-11-21,ESPN,"Ravens quarterback Lamar Jackson brushed off concerns over his injured left ankle on Tuesday, pronouncing himself ""100%"" for Sunday night's match against the Chargers."
2023-11-21,ESPN,The 7-3 49ers could make a big move toward homefield advantage it they sweep the Seahawks and beat the defending NFC champion Eagles.
